ORDER_NUMBER,ACCOUNT_NUMBER,ACCOUNT_NAME,ORDER_DATE,CUSTOMER_ORDER_NO,DELIVERY_INSTRUCTIONS,ORDER_STATUS
"""6672281""","""1595608""","""A-000226931""",12/09/2019,"""""",""" ""","""Completed"""
"""6648066""","""1585832""","""A-000175192""",15/08/2019,"""1908-94JN-O""",""" ""","""Completed/Cancelled"""
"""6702564""","""1600290""","""A-000249592""",16/10/2019,"""24745""",""" ""","""Completed"""
"""6748024""","""1593012""","""A-000211880""",19/11/2019,"""1911-XW5P-O""",""" ""","""Completed/Cancelled"""
"""6634188""","""1595847""","""A-000227217""",01/08/2019,"""1904-SPXF-S""",""" ""","""Completed"""
"""6634189""","""1595276""","""A-000225894""",01/08/2019,"""1904-G37C-S""",""" ""","""Completed"""
"""6634190""","""1594820""","""A-000223158""",01/08/2019,"""1904-QEPE-S""",""" ""","""Completed"""
"""6634191""","""1594351""","""A-000221802""",01/08/2019,"""1904-KFUD-S""",""" ""","""Completed"""
"""6634193""","""1593929""","""A-000218624""",01/08/2019,"""1904-T9BE-S""",""" ""","""Completed"""
"""6634194""","""1591509""","""A-000200033""",01/08/2019,"""1904-L5W2-S""",""" ""","""Completed"""
"""6634195""","""1593484""","""A-000214836""",01/08/2019,"""1904-2U9F-S""",""" ""","""Completed"""
"""6634196""","""1592179""","""A-000206117""",01/08/2019,"""1904-WHZM-S""",""" ""","""Completed"""
"""6634197""","""1591832""","""A-000202005""",01/08/2019,"""1904-QCFT-S""",""" ""","""Completed"""
"""6634199""","""1590618""","""A-000192234""",01/08/2019,"""1904-AC5Y-S""",""" ""","""Completed"""
"""6634200""","""1589868""","""A-000186366""",01/08/2019,"""1904-DSRZ-S""",""" ""","""Completed"""
"""6634202""","""1588593""","""A-000179486""",01/08/2019,"""1904-VBC4-S""",""" ""","""Completed"""
"""6634203""","""1587736""","""A-000177814""",01/08/2019,"""1904-USJT-S""",""" ""","""Completed"""
"""6634204""","""1587221""","""A-000176787""",01/08/2019,"""1904-3HCK-S""",""" ""","""Completed"""
"""6634205""","""1587052""","""A-000176387""",01/08/2019,"""1904-ZBQN-S""",""" ""","""Completed"""
"""6634206""","""1587023""","""A-000176362""",01/08/2019,"""1904-EBJF-S""",""" ""","""Completed"""
"""6634208""","""1584559""","""A-000173050""",01/08/2019,"""1904-DSTG-S""",""" ""","""Completed"""
"""6634209""","""1584551""","""A-000173042""",01/08/2019,"""1904-AGG4-S""",""" ""","""Completed"""
"""6634211""","""1577283""","""A-000156058""",01/08/2019,"""1904-38CZ-S""",""" ""","""Completed"""
"""6634212""","""1578426""","""A-000160359""",01/08/2019,"""1904-EJHU-S""",""" ""","""Completed"""
"""6634213""","""1574847""","""A-000149675""",01/08/2019,"""1904-V3T3-S""",""" ""","""Completed"""
"""6634214""","""1573548""","""A-000148160""",01/08/2019,"""1904-5FDZ-S""",""" ""","""Completed"""
"""6714514""","""1600471""","""A-000251635""",23/10/2019,"""24938""",""" ""","""Completed"""
"""6748075""","""1598193""","""A-000236509""",19/11/2019,"""1911-5BPS-O""",""" ""","""Completed/Cancelled"""
"""6634215""","""1573539""","""A-000148154""",01/08/2019,"""1904-396M-S""",""" ""","""Completed"""
"""6634217""","""1570237""","""A-000139428""",01/08/2019,"""1904-P5TD-S""",""" ""","""Completed"""
"""6634218""","""1570728""","""A-000140813""",01/08/2019,"""1904-37RF-S""",""" ""","""Completed"""
"""6634219""","""1569320""","""A-000133875""",01/08/2019,"""1904-MZ7Q-S""",""" ""","""Completed"""
"""6634220""","""1568743""","""A-000132210""",01/08/2019,"""1904-QZ9Y-S""",""" ""","""Completed"""
"""6634221""","""1568665""","""A-000132150""",01/08/2019,"""1904-Y4P8-S""",""" ""","""Completed"""
"""6634222""","""1568639""","""A-000132127""",01/08/2019,"""1904-GQSH-S""",""" ""","""Completed"""
"""6634223""","""1595787""","""A-000227188""",01/08/2019,"""1904-DNYP-S""",""" ""","""Completed"""
"""6634224""","""1595640""","""A-000226961""",01/08/2019,"""1904-9DZ2-S""",""" ""","""Completed"""
"""6634227""","""1595372""","""A-000226503""",01/08/2019,"""1904-2Y9U-S""",""" ""","""Completed"""
"""6634228""","""1590575""","""A-000191876""",01/08/2019,"""1904-TRYP-S""",""" ""","""Completed"""
"""6634229""","""1569434""","""A-000134660""",01/08/2019,"""1904-LYVE-S""",""" ""","""Completed"""
"""6634230""","""1594585""","""A-000222531""",01/08/2019,"""1904-GE3E-S""",""" ""","""Completed"""
"""6634231""","""1587909""","""A-000178203""",01/08/2019,"""1904-BD5J-S""",""" ""","""Completed"""
"""6634232""","""1593480""","""A-000214833""",01/08/2019,"""1904-T3NF-S""",""" ""","""Completed"""
"""6634234""","""1593113""","""A-000212253""",01/08/2019,"""1904-UAY8-S""",""" ""","""Completed"""
"""6634235""","""1569252""","""A-000133269""",01/08/2019,"""1904-4CPG-S""",""" ""","""Completed"""
"""6634236""","""1593032""","""A-000211895""",01/08/2019,"""1904-W4YG-S""",""" ""","""Completed"""
"""6634237""","""1592882""","""A-000211505""",01/08/2019,"""1904-KV9M-S""",""" ""","""Completed"""
"""6634238""","""1591927""","""A-000203198""",01/08/2019,"""1904-9SSW-S""",""" ""","""Completed"""
"""6704271""","""1600361""","""A-000250337""",18/10/2019,"""24779""",""" ""","""Completed"""
"""6765314""","""1595787""","""A-000227188""",04/12/2019,"""1908-S3K2-S""",""" ""","""Completed"""
"""6648165""","""1577605""","""A-000157626""",15/08/2019,"""1908-CZ7P-O""","""Send to CDS ""","""Completed/Cancelled"""
"""6634241""","""1591474""","""A-000200045""",01/08/2019,"""1904-EAP7-S""",""" ""","""Completed"""
"""6634242""","""1591366""","""A-000199171""",01/08/2019,"""1904-472T-S""",""" ""","""Completed"""
"""6634243""","""1578659""","""A-000164154""",01/08/2019,"""1904-2P6N-S""",""" ""","""Completed"""
"""6634244""","""1568648""","""A-000132136""",01/08/2019,"""1904-PFKE-S""",""" ""","""Completed"""
"""6634245""","""1589850""","""A-000186354""",01/08/2019,"""1904-Y2NR-S""",""" ""","""Completed"""
"""6634246""","""1589757""","""A-000186256""",01/08/2019,"""1904-2ZNS-S""",""" ""","""Completed"""
"""6634247""","""1589470""","""A-000182876""",01/08/2019,"""1904-KVV4-S""",""" ""","""Completed"""
"""6634248""","""1589469""","""A-000182875""",01/08/2019,"""1904-4XJT-S""",""" ""","""Completed"""
"""6634250""","""1585811""","""A-000175189""",01/08/2019,"""1904-VHS8-S""",""" ""","""Completed"""
"""6634256""","""1587430""","""A-000177197""",01/08/2019,"""1904-S3MV-S""",""" ""","""Completed"""
"""6634257""","""1587355""","""A-000177008""",01/08/2019,"""1904-RXLJ-S""",""" ""","""Completed"""
"""6634258""","""1586997""","""A-000176344""",01/08/2019,"""1904-PCQU-S""",""" ""","""Completed"""
"""6634259""","""1586680""","""A-000175768""",01/08/2019,"""1904-BY3C-S""",""" ""","""Completed"""
"""6634260""","""1585379""","""A-000175140""",01/08/2019,"""1904-358D-S""",""" ""","""Completed"""
"""6634262""","""1585327""","""A-000175107""",01/08/2019,"""1904-H5AF-S""",""" ""","""Completed"""
"""6634263""","""1580132""","""A-000172370""",01/08/2019,"""1904-V7EV-S""",""" ""","""Completed"""
"""6634264""","""1579545""","""A-000172061""",01/08/2019,"""1904-74P7-S""",""" ""","""Completed"""
"""6634265""","""1579168""","""A-000172028""",01/08/2019,"""1904-2BCS-S""",""" ""","""Completed"""
"""6634834""","""1598670""","""A-000237675""",01/08/2019,"""22497""",""" ""","""Completed"""
"""6634835""","""1598671""","""A-000237677""",01/08/2019,"""22498""",""" ""","""Completed"""
"""6704344""","""1600363""","""A-000250338""",18/10/2019,"""24782""",""" ""","""Completed"""
"""6704345""","""1600363""","""A-000250338""",18/10/2019,"""24783""",""" ""","""Completed"""
"""6638634""","""1597216""","""A-000232381""",06/08/2019,"""22606""",""" ""","""Completed"""
"""6634269""","""1579010""","""A-000167106""",01/08/2019,"""1904-L9MM-S""",""" ""","""Completed"""
"""6634270""","""1578931""","""A-000166376""",01/08/2019,"""1904-T58T-S""",""" ""","""Completed"""
"""6634272""","""1578775""","""A-000165388""",01/08/2019,"""1904-C4DE-S""",""" ""","""Completed"""
"""6634274""","""1578758""","""A-000165042""",01/08/2019,"""1904-P8ZV-S""",""" ""","""Completed"""
"""6634275""","""1578668""","""A-000164163""",01/08/2019,"""1904-7E4R-S""",""" ""","""Completed"""
"""6634276""","""1578465""","""A-000161065""",01/08/2019,"""1904-CQWM-S""",""" ""","""Completed"""
"""6634277""","""1568546""","""A-000132032""",01/08/2019,"""1904-ELXF-S""",""" ""","""Completed"""
"""6634279""","""1578464""","""A-000161064""",01/08/2019,"""1904-EXYP-S""",""" ""","""Completed"""
"""6634281""","""1578456""","""A-000160717""",01/08/2019,"""1904-6YT6-S""",""" ""","""Completed"""
"""6634282""","""1568789""","""A-000132235""",01/08/2019,"""1904-Z56J-S""",""" ""","""Completed"""
"""6634283""","""1571808""","""A-000144839""",01/08/2019,"""1904-PWV7-S""",""" ""","""Completed"""
"""6634284""","""1578446""","""A-000160713""",01/08/2019,"""1904-B3TG-S""",""" ""","""Completed"""
"""6634286""","""1576267""","""A-000152664""",01/08/2019,"""1904-2W8F-S""",""" ""","""Completed"""
"""6634287""","""1576012""","""A-000149883""",01/08/2019,"""1904-LF9H-S""",""" ""","""Completed"""
"""6634289""","""1575677""","""A-000149840""",01/08/2019,"""1904-KC38-S""",""" ""","""Completed"""
"""6634290""","""1575613""","""A-000149803""",01/08/2019,"""1904-XJGK-S""",""" ""","""Completed"""
"""6634292""","""1574706""","""A-000149459""",01/08/2019,"""1904-RYZB-S""",""" ""","""Completed"""
"""6634294""","""1574660""","""A-000149446""",01/08/2019,"""1904-FHVZ-S""",""" ""","""Completed"""
"""6634295""","""1573493""","""A-000148127""",01/08/2019,"""1904-C3RJ-S""",""" ""","""Completed"""
"""6634296""","""1571951""","""A-000147751""",01/08/2019,"""1904-XBJ5-S""",""" ""","""Completed"""
"""6766212""","""1601642""","""A-000272190""",05/12/2019,"""1912-EGBC-O""",""" ""","""Completed"""
"""6766222""","""1601607""","""A-000272062""",05/12/2019,"""26201""",""" ""","""Completed"""
"""6823936""","""1593480""","""A-000214833""",10/02/2020,"""28258""",""" ""","""Completed"""
"""6818706""","""1602853""","""A-000282940""",03/02/2020,"""28116""",""" ""","""Completed"""
"""6650304""","""1599041""","""A-000238380""",19/08/2019,"""23130""",""" ""","""Completed"""
"""6634297""","""1573658""","""A-000148522""",01/08/2019,"""1904-YK3X-S""",""" ""","""Completed"""
"""6634298""","""1572921""","""A-000147832""",01/08/2019,"""1904-4NXT-S""",""" ""","""Completed"""
"""6634299""","""1571723""","""A-000144332""",01/08/2019,"""1904-7WYL-S""",""" ""","""Completed"""
"""6634300""","""1570744""","""A-000140831""",01/08/2019,"""1904-7KJE-S""",""" ""","""Completed"""
"""6634301""","""1569656""","""A-000136933""",01/08/2019,"""1904-59FJ-S""",""" ""","""Completed"""
"""6634303""","""1569303""","""A-000133866""",01/08/2019,"""1904-4GYX-S""",""" ""","""Completed"""
"""6634304""","""1569249""","""A-000133267""",01/08/2019,"""1904-M4KB-S""",""" ""","""Completed"""
"""6634305""","""1568419""","""A-000131909""",01/08/2019,"""1904-LWAN-S""",""" ""","""Completed"""
"""6634306""","""1568688""","""A-000132168""",01/08/2019,"""1904-REWA-S""",""" ""","""Completed"""
"""6634307""","""1568549""","""A-000132035""",01/08/2019,"""1904-CJ72-S""",""" ""","""Completed"""
"""6634310""","""1596134""","""A-000228174""",01/08/2019,"""1905-9BEW-S""",""" ""","""Completed"""
"""6634311""","""1596578""","""A-000229565""",01/08/2019,"""1905-F442-S""",""" ""","""Completed"""
"""6634312""","""1578352""","""A-000159996""",01/08/2019,"""1906-TBZ9-S""",""" ""","""Completed"""
"""6634313""","""1597265""","""A-000232409""",01/08/2019,"""1906-2KGK-S""",""" ""","""Completed"""
"""6634315""","""1597407""","""A-000233811""",01/08/2019,"""1906-7M9A-S""",""" ""","""Completed"""
"""6634316""","""1597560""","""A-000234093""",01/08/2019,"""1906-8GNS-S""",""" ""","""Completed"""
"""6634317""","""1597694""","""A-000234132""",01/08/2019,"""1906-MGJX-S""",""" ""","""Completed"""
"""6634318""","""1597768""","""A-000234388""",01/08/2019,"""1907-H6TV-S""",""" ""","""Completed"""
"""6634319""","""1595968""","""A-000227285""",01/08/2019,"""1907-2EAZ-S""",""" ""","""Completed"""
"""6634321""","""1598098""","""A-000235896""",01/08/2019,"""1907-CD8A-S""",""" ""","""Completed"""
"""6634322""","""1578661""","""A-000164156""",01/08/2019,"""1907-7LWU-S""",""" ""","""Completed"""
"""6634323""","""1571668""","""A-000144328""",01/08/2019,"""1907-EYLP-S""",""" ""","""Completed"""
"""6704395""","""1600366""","""A-000250339""",18/10/2019,"""24790""",""" ""","""Completed"""
"""6797270""","""1599743""","""A-000244163""",07/01/2020,"""27475""",""" ""","""Completed"""
"""6634324""","""1587656""","""A-000177262""",01/08/2019,"""1907-C64L-S""",""" ""","""Completed"""
"""6634326""","""1572137""","""A-000147785""",01/08/2019,"""1907-A6YA-S""",""" ""","""Completed"""
"""6634327""","""1586090""","""A-000175225""",01/08/2019,"""1907-TF2H-S""",""" ""","""Completed"""
"""6689949""","""1599964""","""A-000246338""",02/10/2019,"""24314""",""" ""","""Completed"""
"""6704413""","""1568645""","""A-000132133""",18/10/2019,"""1910-4DDC-O""","""Send to CDS ""","""Completed"""
"""6673185""","""1599593""","""A-000243307""",14/09/2019,"""1909-DQ9P-O""",""" ""","""Completed"""
"""6679198""","""1599723""","""A-000244143""",20/09/2019,"""1909-EN83-O""",""" ""","""Completed"""
"""6678250""","""1599696""","""A-000243690""",19/09/2019,"""23876""",""" ""","""Completed"""
"""6678253""","""1599697""","""A-000243691""",19/09/2019,"""23876""",""" ""","""Completed"""
"""6691272""","""1599376""","""A-000242939""",03/10/2019,"""1910-E3CH-O""","""send to CDS ""","""Completed/Cancelled"""
"""6701461""","""1600268""","""A-000249362""",15/10/2019,"""24724""",""" ""","""Completed"""
"""6701462""","""1600267""","""A-000249361""",15/10/2019,"""24724""",""" ""","""Completed"""
"""6721338""","""1600552""","""A-000259530""",27/10/2019,"""25067""",""" ""","""Completed"""
"""6721339""","""1600553""","""A-000259531""",27/10/2019,"""25069""",""" ""","""Completed"""
"""6721340""","""1600550""","""A-000259528""",27/10/2019,"""25063""",""" ""","""Completed"""
"""6721341""","""1600551""","""A-000259529""",27/10/2019,"""25065""",""" ""","""Completed"""
"""6721344""","""1595609""","""A-000226932""",27/10/2019,"""25073""",""" ""","""Completed"""
"""6721345""","""1595609""","""A-000226932""",27/10/2019,"""25074""",""" ""","""Completed"""
"""6721346""","""1595609""","""A-000226932""",27/10/2019,"""25075""",""" ""","""Completed"""
"""6721347""","""1600555""","""A-000259533""",27/10/2019,"""25076""",""" ""","""Completed"""
"""6656172""","""1599184""","""A-000238713""",26/08/2019,"""23275""",""" ""","""Completed"""
"""6666633""","""1599407""","""A-000243186""",05/09/2019,"""23542""",""" ""","""Completed"""
"""6721348""","""1600555""","""A-000259533""",27/10/2019,"""25077""",""" ""","""Completed"""
"""6721351""","""1600558""","""A-000259536""",27/10/2019,"""25080""",""" ""","""Completed"""
"""6721353""","""1600559""","""A-000259537""",27/10/2019,"""25084""",""" ""","""Completed"""
"""6721358""","""1600562""","""A-000259538""",27/10/2019,"""25086""",""" ""","""Completed"""
"""6717474""","""1600500""","""A-000252147""",24/10/2019,"""24952""",""" ""","""Completed"""
"""6682185""","""1599793""","""A-000244181""",24/09/2019,"""24017""",""" ""","""Completed/Cancelled"""
"""6682281""","""1599793""","""A-000244181""",24/09/2019,"""24019""",""" ""","""Completed"""
"""6761693""","""1601517""","""A-000271398""",02/12/2019,"""26133""",""" ""","""Completed"""
"""6662577""","""1599325""","""A-000242923""",02/09/2019,"""23464""",""" ""","""Completed"""
"""6662579""","""1599325""","""A-000242923""",02/09/2019,"""23465""",""" ""","""Completed"""
"""6814796""","""1602788""","""A-000282340""",29/01/2020,"""28013""",""" ""","""Completed"""
"""6777406""","""1601877""","""A-000273986""",16/12/2019,"""26479""",""" ""","""Completed"""
"""6639114""","""1598769""","""A-000237709""",06/08/2019,"""22625""",""" ""","""Completed"""
"""6666799""","""1599412""","""A-000243189""",05/09/2019,"""23553""",""" ""","""Completed"""
"""6763585""","""1594999""","""A-000223850""",03/12/2019,"""1912-A648-O""",""" ""","""Completed"""
"""6773887""","""1601808""","""A-000273471""",11/12/2019,"""26360""",""" ""","""Completed"""
"""6667254""","""1599418""","""A-000243193""",06/09/2019,"""23561""",""" ""","""Completed"""
"""6798291""","""1592915""","""A-000211532""",08/01/2020,"""27501""",""" ""","""Completed"""
"""6798292""","""1592915""","""A-000211532""",08/01/2020,"""27502""",""" ""","""Completed"""
"""6799756""","""1592269""","""A-000206136""",09/01/2020,"""2001-5ZC4-O""",""" ""","""Completed/Cancelled"""
"""6667258""","""1599420""","""A-000243195""",06/09/2019,"""23562""",""" ""","""Completed"""
"""6667259""","""1599416""","""A-000243192""",06/09/2019,"""23558""",""" ""","""Completed"""
"""6748151""","""1586173""","""A-000175243""",19/11/2019,"""1911-A7NG-O""",""" ""","""Completed"""
"""6764482""","""1601595""","""A-000272045""",04/12/2019,"""26166""",""" ""","""Completed"""
"""6764483""","""1601595""","""A-000272045""",04/12/2019,"""26164""",""" ""","""Completed"""
"""6764485""","""1601595""","""A-000272045""",04/12/2019,"""26167""",""" ""","""Completed"""
"""6691044""","""1599991""","""A-000246579""",03/10/2019,"""24346""",""" ""","""Completed"""
"""6672609""","""1568444""","""A-000131934""",12/09/2019,"""1909-YJPZ-O""",""" ""","""Completed"""
"""6800707""","""1595609""","""A-000226932""",11/01/2020,"""27576""",""" ""","""Completed"""
"""6773843""","""1597768""","""A-000234388""",12/12/2019,"""1912-LNWW-O""",""" ""","""Completed/Cancelled"""
"""6667441""","""1577171""","""A-000155456""",06/09/2019,"""23580""",""" ""","""Completed"""
"""6651442""","""1599090""","""A-000238388""",20/08/2019,"""1908-E7GG-O""",""" ""","""Completed"""
"""6673535""","""1599588""","""A-000243302""",14/09/2019,"""23767""",""" ""","""Completed"""
"""6673537""","""1599589""","""A-000243303""",14/09/2019,"""23770""",""" ""","""Completed"""
"""6673541""","""1579035""","""A-000167115""",14/09/2019,"""23780""",""" ""","""Completed"""
"""6673549""","""1573636""","""A-000148516""",15/09/2019,"""23795""",""" ""","""Completed"""
"""6714761""","""1600112""","""A-000247676""",23/10/2019,"""24941""",""" ""","""Completed"""
"""6754496""","""1598783""","""A-000237720""",25/11/2019,"""O-000731171""",""" ""","""Completed/Cancelled"""
"""6688202""","""1599934""","""A-000245758""",01/10/2019,"""24271""",""" ""","""Completed/Cancelled"""
"""6723331""","""1600574""","""A-000259656""",28/10/2019,"""25091""",""" ""","""Completed"""
"""6726217""","""1600612""","""A-000259795""",29/10/2019,"""25116""",""" ""","""Completed"""
"""6657715""","""1599220""","""A-000238723""",27/08/2019,"""23295""",""" ""","""Completed"""
"""6694749""","""1580221""","""A-000172579""",08/10/2019,"""24514""",""" ""","""Cancelled"""
"""6805502""","""1574719""","""A-000149465""",17/01/2020,"""27741""",""" ""","""Completed"""
"""6649102""","""1599004""","""A-000238360""",17/08/2019,"""23040""",""" ""","""Completed"""
"""6649110""","""1599006""","""A-000238361""",17/08/2019,"""23042""",""" ""","""Completed"""
"""6649111""","""1599007""","""A-000238362""",17/08/2019,"""23044""",""" ""","""Completed"""
"""6648664""","""1599001""","""A-000238358""",16/08/2019,"""23012""",""" ""","""Completed/Cancelled"""
"""6809721""","""1578663""","""A-000164158""",22/01/2020,"""27857""",""" ""","""Completed"""
"""6649118""","""1599008""","""A-000238363""",17/08/2019,"""23057""",""" ""","""Completed"""
"""6649124""","""1599012""","""A-000238365""",17/08/2019,"""23064""",""" ""","""Completed"""
"""6649132""","""1599013""","""A-000238366""",17/08/2019,"""23068""",""" ""","""Completed"""
"""6649133""","""1599014""","""A-000238367""",17/08/2019,"""23069""",""" ""","""Completed/Cancelled"""
"""6649135""","""1599015""","""A-000238368""",17/08/2019,"""23053""",""" ""","""Completed"""
"""6649136""","""1599016""","""A-000238369""",17/08/2019,"""23054""",""" ""","""Completed"""
"""6649137""","""1599017""","""A-000238370""",17/08/2019,"""23055""",""" ""","""Completed/Cancelled"""
"""6649139""","""1599019""","""A-000238371""",17/08/2019,"""23045""",""" ""","""Completed"""
"""6649144""","""1599020""","""A-000238372""",17/08/2019,"""23073""",""" ""","""Completed"""
"""6676794""","""1597666""","""A-000234121""",01/09/2019,"""23444""",""" ""","""Completed/Cancelled"""
"""6734222""","""1600767""","""A-000261957""",04/11/2019,"""25335""",""" ""","""Completed/Cancelled"""
"""6734223""","""1600735""","""A-000261938""",04/11/2019,"""25309""",""" ""","""Completed"""
"""6734224""","""1600786""","""A-000262158""",05/11/2019,"""25355""",""" ""","""Completed"""
"""6734225""","""1600786""","""A-000262158""",05/11/2019,"""25356""",""" ""","""Completed"""
"""6734227""","""1600787""","""A-000262159""",05/11/2019,"""25357""",""" ""","""Completed"""
"""6734228""","""1600740""","""A-000261941""",04/11/2019,"""25316""",""" ""","""Completed"""
"""6734229""","""1600688""","""A-000261201""",01/11/2019,"""25183""",""" ""","""Completed"""
"""6734230""","""1600803""","""A-000262620""",06/11/2019,"""25369""",""" ""","""Completed/Cancelled"""
"""6734232""","""1600741""","""A-000261942""",04/11/2019,"""25321""",""" ""","""Completed"""
"""6734233""","""1600742""","""A-000261943""",04/11/2019,"""25322""",""" ""","""Completed"""
"""6734234""","""1600733""","""A-000261937""",04/11/2019,"""25323""",""" ""","""Completed"""
"""6734235""","""1600744""","""A-000261950""",04/11/2019,"""25325""",""" ""","""Completed"""
"""6734237""","""1600716""","""A-000261573""",03/11/2019,"""25275""",""" ""","""Completed"""
"""6734238""","""1600706""","""A-000261224""",01/11/2019,"""25189""",""" ""","""Completed/Cancelled"""
"""6734239""","""1600703""","""A-000261215""",01/11/2019,"""25193""",""" ""","""Completed"""
"""6734240""","""1600702""","""A-000261214""",01/11/2019,"""25194""",""" ""","""Completed"""
"""6734241""","""1600743""","""A-000261949""",04/11/2019,"""25326""",""" ""","""Completed"""
"""6734242""","""1600727""","""A-000261933""",04/11/2019,"""25306""",""" ""","""Completed"""
"""6734243""","""1600770""","""A-000261963""",04/11/2019,"""25345""",""" ""","""Completed"""
"""6734244""","""1600689""","""A-000261202""",01/11/2019,"""25184""",""" ""","""Completed"""
"""6734245""","""1600698""","""A-000261208""",01/11/2019,"""25187""",""" ""","""Completed"""
"""6734246""","""1600717""","""A-000261574""",03/11/2019,"""25278""",""" ""","""Completed"""
"""6734247""","""1600717""","""A-000261574""",03/11/2019,"""25279""",""" ""","""Completed"""
"""6734248""","""1600730""","""A-000261935""",04/11/2019,"""25308""",""" ""","""Completed"""
"""6734249""","""1600732""","""A-000261936""",04/11/2019,"""25309""",""" ""","""Completed"""
"""6734250""","""1600738""","""A-000261940""",04/11/2019,"""25315""",""" ""","""Completed"""
"""6734251""","""1600674""","""A-000260508""",31/10/2019,"""25154""",""" ""","""Completed"""
"""6652191""","""1599102""","""A-000238503""",20/08/2019,"""23166""",""" ""","""Completed"""
"""6676804""","""1599626""","""A-000243329""",16/09/2019,"""23832""",""" ""","""Completed"""
"""6676805""","""1599587""","""A-000243301""",14/09/2019,"""23763""",""" ""","""Completed"""
"""6676806""","""1599587""","""A-000243301""",14/09/2019,"""23764""",""" ""","""Completed/Cancelled"""
"""6676813""","""1599624""","""A-000243328""",16/09/2019,"""23828""",""" ""","""Completed"""
"""6676823""","""1599583""","""A-000243296""",13/09/2019,"""23745""",""" ""","""Completed"""
"""6830779""","""1574004""","""A-000148537""",17/02/2020,"""28441""",""" ""","""Completed"""
"""6766282""","""1601648""","""A-000272196""",05/12/2019,"""1912-9R6A-O""",""" ""","""Completed/Cancelled"""
"""6749758""","""1595608""","""A-000226931""",21/11/2019,"""Re James Carter Order""",""" ""","""Completed"""
"""6676846""","""1599590""","""A-000243304""",14/09/2019,"""23765""",""" ""","""Completed"""
"""6676848""","""1599590""","""A-000243304""",14/09/2019,"""23767""",""" ""","""Completed"""
"""6676857""","""1599623""","""A-000243327""",16/09/2019,"""23829""",""" ""","""Completed"""
"""6703773""","""1600327""","""A-000250215""",17/10/2019,"""1910-UC8Q-O""",""" ""","""Completed"""
"""6635742""","""1598702""","""A-000237687""",02/08/2019,"""1908-SGMH-O""",""" ""","""Completed/Cancelled"""
"""6676865""","""1599596""","""A-000243310""",15/09/2019,"""23801""",""" ""","""Completed"""
"""6676866""","""1599597""","""A-000243311""",15/09/2019,"""23802""",""" ""","""Completed"""
"""6676867""","""1599596""","""A-000243310""",15/09/2019,"""23804""",""" ""","""Completed"""
"""6699346""","""1585771""","""A-000175161""",14/10/2019,"""24700""",""" ""","""Completed"""
"""6699348""","""1600201""","""A-000248676""",14/10/2019,"""24701""",""" ""","""Completed"""
"""6786528""","""1599959""","""A-000246334""",24/12/2019,"""26968""",""" ""","""Completed"""
"""6813067""","""1602735""","""A-000281504""",25/01/2020,"""27938""",""" ""","""Completed"""
"""6813069""","""1602735""","""A-000281504""",25/01/2020,"""27909""",""" ""","""Completed"""
"""6813070""","""1602735""","""A-000281504""",25/01/2020,"""27910""",""" ""","""Completed"""
"""6813072""","""1602735""","""A-000281504""",25/01/2020,"""27911""",""" ""","""Completed"""
"""6813073""","""1602737""","""A-000281506""",25/01/2020,"""27920""",""" ""","""Completed"""
"""6813075""","""1602742""","""A-000281619""",26/01/2020,"""27979""",""" ""","""Completed"""
"""6813076""","""1602738""","""A-000281507""",25/01/2020,"""27931""",""" ""","""Completed"""
"""6813077""","""1602740""","""A-000281617""",26/01/2020,"""27942""",""" ""","""Completed"""
"""6813078""","""1602740""","""A-000281617""",26/01/2020,"""27943""",""" ""","""Completed"""
"""6813079""","""1602741""","""A-000281618""",26/01/2020,"""27944""",""" ""","""Completed"""
"""6834839""","""1603228""","""A-000285628""",21/02/2020,"""28526""",""" ""","""Completed"""
"""6637070""","""1577171""","""A-000155456""",05/08/2019,"""1904-YBGX-S""",""" ""","""Completed"""
"""6755132""","""1601314""","""A-000269305""",26/11/2019,"""25966""",""" ""","""Completed"""
"""6707877""","""1600420""","""A-000251045""",21/10/2019,"""24893""",""" ""","""Completed"""
"""6758731""","""1601418""","""A-000270991""",29/11/2019,"""26044""",""" ""","""Completed"""
"""6830892""","""1603139""","""A-000285017""",17/02/2020,"""28445""",""" ""","""Completed"""
"""6831953""","""1603174""","""A-000285141""",18/02/2020,"""28456""",""" ""","""Completed"""
"""6690747""","""1599982""","""A-000246463""",03/10/2019,"""24324""",""" ""","""Completed"""
"""6830895""","""1603143""","""A-000285018""",17/02/2020,"""28447""",""" ""","""Completed"""
"""6744755""","""1587032""","""A-000176372""",17/11/2019,"""1911-RPUK-O""",""" ""","""Completed"""
"""6665837""","""1599398""","""A-000243061""",04/09/2019,"""23530""",""" ""","""Completed"""
"""6808821""","""1602319""","""A-000278483""",08/01/2020,"""27495""",""" ""","""Completed"""
"""6808822""","""1601933""","""A-000274583""",17/12/2019,"""26513""",""" ""","""Completed"""
"""6808823""","""1601938""","""A-000274584""",17/12/2019,"""26516""",""" ""","""Completed"""
"""6808824""","""1601952""","""A-000274721""",18/12/2019,"""26809""",""" ""","""Completed"""
"""6808825""","""1601957""","""A-000274726""",18/12/2019,"""26814""",""" ""","""Completed"""
"""6808826""","""1601958""","""A-000274727""",18/12/2019,"""26816""",""" ""","""Completed"""
"""6808827""","""1602009""","""A-000275342""",19/12/2019,"""26838""",""" ""","""Completed"""
"""6808828""","""1602082""","""A-000276033""",23/12/2019,"""26940""",""" ""","""Completed"""
